class,symbol,tissue_type,TPM,organ,kinase_percentile
Light,STRADA,Brain - Putamen (basal ganglia),13.44,brain,77
Light,STRADA,Brain - Spinal cord (cervical c-1),23.26,spinal_cord,83
Light,STRADA,Brain - Substantia nigra,17.185,brain,81
Light,STRADA,Breast - Mammary Tissue,22.36,breast,70
Light,STRADA,Cervix - Ectocervix,30.195,ectocervix,76
Light,STRADA,Cervix - Endocervix,31.73,uterine_cervix,73
Light,STRADA,Colon - Sigmoid,24.34,colon,73
Light,STRADA,Colon - Transverse,15.04,colon,63
Light,STRADA,Esophagus - Gastroesophageal Junction,23.92,esophagus,74
Light,STRADA,Esophagus - Mucosa,16.87,esophagus,66
Light,STRADA,Esophagus - Muscularis,22.505,esophagus,73
Light,STRADA,Fallopian Tube,26.97,fallopian_tube,71
Light,STRADA,Heart - Atrial Appendage,12.03,heart,72
Light,STRADA,Heart - Left Ventricle,7.327,heart,68
Light,STRADA,Kidney - Cortex,14.64,kidney,75
Light,STRADA,Liver,9.475,liver,77
Light,STRADA,Lung,25.57,lung,66
Light,STRADA,Minor Salivary Gland,15.21,salivary_gland,62
Light,STRADA,Muscle - Skeletal,6.2395,skeletal_muscle,59
Light,STRADA,Nerve - Tibial,36.89,nerve,78
Light,STRADA,Ovary,32.71,ovary,76
Light,STRADA,Pancreas,7.2025,pancreas,66
Light,STRADA,Pituitary,30.84,pituitary_gland,81
Light,STRADA,Prostate,26.455,prostate,75
Light,STRADA,Skin - Not Sun Exposed (Suprapubic),21.21,skin,69
Light,STRADA,Skin - Sun Exposed (Lower leg),21.42,skin,68
Light,STRADA,Small Intestine - Terminal Ileum,18.76,small_intestine,67
Light,STRADA,Spleen,37.945,spleen,79
Light,STRADA,Stomach,15.32,stomach,70
Light,STRADA,Testis,63.71,testis,91
Light,STRADA,Thyroid,28.46,thyroid_gland,70
Light,STRADA,Uterus,31.95,uterus,72
Light,STRADA,Vagina,25.59,vagina,70
Light,STRADA,Whole Blood,22.35,NA,80
Light,ERN1,Adipose - Subcutaneous,6.91,adipose_tissue,37
Light,ERN1,Adipose - Visceral (Omentum),9.841,adipose_tissue,46
Light,ERN1,Adrenal Gland,32.635,adrenal_gland,87
Light,ERN1,Artery - Aorta,7.087,aorta,38
Light,ERN1,Artery - Coronary,8.062,coronary_artery,40
Light,ERN1,Artery - Tibial,7.28,NA,38
Light,ERN1,Bladder,10.88,urinary_bladder,42
Light,ERN1,Brain - Amygdala,0.96535,amygdala,19
Light,ERN1,Brain - Anterior cingulate cortex (BA24),0.9199,brain,16
Light,ERN1,Brain - Caudate (basal ganglia),1.0985,brain,18
Light,ERN1,Brain - Cerebellar Hemisphere,4.206,cerebellar_hemisphere,31
Light,ERN1,Brain - Cerebellum,4.114,cerebellum,28.999999999999996
Light,ERN1,Brain - Cortex,1.077,prefrontal_cortex,16
Light,ERN1,Brain - Frontal Cortex (BA9),1.15,frontal_cortex,16
Light,ERN1,Brain - Hippocampus,0.986,hippocampus,18
Light,ERN1,Brain - Hypothalamus,1.811,brain,21
Light,ERN1,Brain - Nucleus accumbens (basal ganglia),1.212,brain,17
Light,ERN1,Brain - Putamen (basal ganglia),0.90445,brain,18
Light,ERN1,Brain - Spinal cord (cervical c-1),1.845,spinal_cord,23
Light,ERN1,Brain - Substantia nigra,1.2625,brain,21
Light,ERN1,Breast - Mammary Tissue,8.19,breast,40
Light,ERN1,Cervix - Ectocervix,25.755,ectocervix,70
Light,ERN1,Cervix - Endocervix,48.38,uterine_cervix,84
Light,ERN1,Colon - Sigmoid,4.729,colon,31
Light,ERN1,Colon - Transverse,6.358,colon,37
Light,ERN1,Esophagus - Gastroesophageal Junction,4.9515,esophagus,33
Light,ERN1,Esophagus - Mucosa,8.942,esophagus,49
Light,ERN1,Esophagus - Muscularis,4.4965,esophagus,32
Light,ERN1,Fallopian Tube,21.53,fallopian_tube,63
Light,ERN1,Heart - Atrial Appendage,3.26,heart,35
Light,ERN1,Heart - Left Ventricle,1.723,heart,35
Light,ERN1,Kidney - Cortex,3.278,kidney,34
Light,ERN1,Liver,10.19,liver,78
Light,ERN1,Lung,20.64,lung,57.99999999999999
Light,ERN1,Minor Salivary Gland,16.68,salivary_gland,65
Light,ERN1,Muscle - Skeletal,3.268,skeletal_muscle,46
Light,ERN1,Nerve - Tibial,6.7755,nerve,32
Light,ERN1,Ovary,17.99,ovary,57.99999999999999
Light,ERN1,Pancreas,19.565,pancreas,90
Light,ERN1,Pituitary,21.69,pituitary_gland,70
Light,ERN1,Prostate,12.425,prostate,48
Light,ERN1,Skin - Not Sun Exposed (Suprapubic),12.69,skin,52
Light,ERN1,Skin - Sun Exposed (Lower leg),12.63,skin,50
Light,ERN1,Small Intestine - Terminal Ileum,11.72,small_intestine,49
Light,ERN1,Spleen,17.4,spleen,57.99999999999999
Light,ERN1,Stomach,14.84,stomach,69
Light,ERN1,Testis,4.548,testis,22
Light,ERN1,Thyroid,8.205,thyroid_gland,34
Light,ERN1,Uterus,15.1,uterus,49
Light,ERN1,Vagina,15.1,vagina,53
Light,ERN1,Whole Blood,14.71,NA,75
Light,PRKCA,Adipose - Subcutaneous,4.2175,adipose_tissue,30
Light,PRKCA,Adipose - Visceral (Omentum),4.522,adipose_tissue,31
Light,PRKCA,Adrenal Gland,28.305,adrenal_gland,85
Light,PRKCA,Artery - Aorta,3.224,aorta,28.000000000000004
Light,PRKCA,Artery - Coronary,5.803,coronary_artery,34
Light,PRKCA,Artery - Tibial,7.671,NA,40
Light,PRKCA,Bladder,18.31,urinary_bladder,57.99999999999999
Light,PRKCA,Brain - Amygdala,23.625,amygdala,88
Light,PRKCA,Brain - Anterior cingulate cortex (BA24),28.89,brain,86
Light,PRKCA,Brain - Caudate (basal ganglia),21.21,brain,83
Light,PRKCA,Brain - Cerebellar Hemisphere,8.7325,cerebellar_hemisphere,40
Light,PRKCA,Brain - Cerebellum,14.35,cerebellum,50
Light,PRKCA,Brain - Cortex,29.03,prefrontal_cortex,81
Light,PRKCA,Brain - Frontal Cortex (BA9),32.56,frontal_cortex,82
Light,PRKCA,Brain - Hippocampus,28.2,hippocampus,90
Light,PRKCA,Brain - Hypothalamus,18.13,brain,79
Light,PRKCA,Brain - Nucleus accumbens (basal ganglia),25.17,brain,83
Light,PRKCA,Brain - Putamen (basal ganglia),16,brain,79
Light,PRKCA,Brain - Spinal cord (cervical c-1),20.37,spinal_cord,80
Light,PRKCA,Brain - Substantia nigra,18.97,brain,83
Light,PRKCA,Breast - Mammary Tissue,3.8085,breast,27
Light,PRKCA,Cervix - Ectocervix,15.865,ectocervix,54
Light,PRKCA,Cervix - Endocervix,13.76,uterine_cervix,47
Light,PRKCA,Colon - Sigmoid,28.11,colon,76
Light,PRKCA,Colon - Transverse,12.405,colon,54
Light,PRKCA,Esophagus - Gastroesophageal Junction,12.5,esophagus,54
Light,PRKCA,Esophagus - Mucosa,2.535,esophagus,24
Light,PRKCA,Esophagus - Muscularis,13.735,esophagus,56.99999999999999
Light,PRKCA,Fallopian Tube,10.63,fallopian_tube,42
Light,PRKCA,Heart - Atrial Appendage,2.112,heart,27
Light,PRKCA,Heart - Left Ventricle,1.69,heart,35
Light,PRKCA,Kidney - Cortex,8.383,kidney,60
Light,PRKCA,Liver,4.492,liver,54
Light,PRKCA,Lung,8.575,lung,35
Light,PRKCA,Minor Salivary Gland,3.063,salivary_gland,25
Light,PRKCA,Muscle - Skeletal,3.6285,skeletal_muscle,47
Light,PRKCA,Nerve - Tibial,43.255,nerve,83
Light,PRKCA,Ovary,18.12,ovary,59
Light,PRKCA,Pancreas,2.9835,pancreas,40
Light,PRKCA,Pituitary,10.96,pituitary_gland,46
Light,PRKCA,Prostate,14.885,prostate,55.00000000000001
Light,PRKCA,Skin - Not Sun Exposed (Suprapubic),4.127,skin,30
Light,PRKCA,Skin - Sun Exposed (Lower leg),3.624,skin,27
Light,PRKCA,Small Intestine - Terminal Ileum,10.97,small_intestine,45
Light,PRKCA,Spleen,7.337,spleen,35
Light,PRKCA,Stomach,6.683,stomach,44
Light,PRKCA,Testis,3.339,testis,18
Light,PRKCA,Thyroid,4.8935,thyroid_gland,27
Light,PRKCA,Uterus,19.45,uterus,56.00000000000001
Light,PRKCA,Vagina,8.262,vagina,37
Light,PRKCA,Whole Blood,1.641,NA,41
Light,MAP2K6,Adipose - Subcutaneous,2.384,adipose_tissue,26
Light,MAP2K6,Adipose - Visceral (Omentum),2.66,adipose_tissue,26
Light,MAP2K6,Adrenal Gland,0.8016,adrenal_gland,19
Light,MAP2K6,Artery - Aorta,0.7365,aorta,17
Light,MAP2K6,Artery - Coronary,1.48,coronary_artery,21
Light,MAP2K6,Artery - Tibial,1.569,NA,22
Light,MAP2K6,Bladder,1.474,urinary_bladder,18
Light,MAP2K6,Brain - Amygdala,0.7408,amygdala,16
Light,MAP2K6,Brain - Anterior cingulate cortex (BA24),0.8899,brain,16
Light,MAP2K6,Brain - Caudate (basal ganglia),0.8575,brain,16
Light,MAP2K6,Brain - Cerebellar Hemisphere,2.146,cerebellar_hemisphere,23
Light,MAP2K6,Brain - Cerebellum,2.889,cerebellum,25
Light,MAP2K6,Brain - Cortex,1.1805,prefrontal_cortex,17
Light,MAP2K6,Brain - Frontal Cortex (BA9),1.348,frontal_cortex,18
Light,MAP2K6,Brain - Hippocampus,0.959,hippocampus,18
Light,MAP2K6,Brain - Hypothalamus,1.506,brain,19
Light,MAP2K6,Brain - Nucleus accumbens (basal ganglia),0.8397,brain,14.000000000000002
Light,MAP2K6,Brain - Putamen (basal ganglia),0.7582,brain,17
Light,MAP2K6,Brain - Spinal cord (cervical c-1),3.436,spinal_cord,31
Light,MAP2K6,Brain - Substantia nigra,1.631,brain,24
Light,MAP2K6,Breast - Mammary Tissue,2.965,breast,26
Light,MAP2K6,Cervix - Ectocervix,1.3055,ectocervix,18
Light,MAP2K6,Cervix - Endocervix,2.311,uterine_cervix,21
Light,MAP2K6,Colon - Sigmoid,1.198,colon,18
Light,MAP2K6,Colon - Transverse,7.84,colon,41
Light,MAP2K6,Esophagus - Gastroesophageal Junction,0.8902,esophagus,17
Light,MAP2K6,Esophagus - Mucosa,1.931,esophagus,23
Light,MAP2K6,Esophagus - Muscularis,0.8108,esophagus,17
Light,MAP2K6,Fallopian Tube,2.35,fallopian_tube,21
Light,MAP2K6,Heart - Atrial Appendage,0.5971,heart,17
Light,MAP2K6,Heart - Left Ventricle,0.3388,heart,18
Light,MAP2K6,Kidney - Cortex,1.656,kidney,23
Light,MAP2K6,Liver,0.8232,liver,27
Light,MAP2K6,Lung,1.568,lung,17
Light,MAP2K6,Minor Salivary Gland,2.292,salivary_gland,22
Light,MAP2K6,Muscle - Skeletal,11.36,skeletal_muscle,71
Light,MAP2K6,Nerve - Tibial,4.1555,nerve,26
Light,MAP2K6,Ovary,1.441,ovary,21
Light,MAP2K6,Pancreas,2.2465,pancreas,34
Light,MAP2K6,Pituitary,1.776,pituitary_gland,15
Light,MAP2K6,Prostate,1.595,prostate,17
Light,MAP2K6,Skin - Not Sun Exposed (Suprapubic),1.402,skin,18
Light,MAP2K6,Skin - Sun Exposed (Lower leg),1.204,skin,16
Light,MAP2K6,Small Intestine - Terminal Ileum,4.261,small_intestine,26
Light,MAP2K6,Spleen,3.944,spleen,27
Light,MAP2K6,Stomach,1.4605,stomach,20
Light,MAP2K6,Testis,1.258,testis,7.000000000000001
Light,MAP2K6,Thyroid,1.674,thyroid_gland,18
Light,MAP2K6,Uterus,1.342,uterus,18
Light,MAP2K6,Vagina,1.536,vagina,16
Light,MAP2K6,Whole Blood,8.38,NA,65
Light,CDK3,Adipose - Subcutaneous,20.345,adipose_tissue,65
Light,CDK3,Adipose - Visceral (Omentum),19.5,adipose_tissue,67
Light,CDK3,Adrenal Gland,12.865,adrenal_gland,64
Light,CDK3,Artery - Aorta,13.14,aorta,53
Light,CDK3,Artery - Coronary,14.27,coronary_artery,54
Light,CDK3,Artery - Tibial,11.57,NA,48
Light,CDK3,Bladder,16.44,urinary_bladder,54
Light,CDK3,Brain - Amygdala,6.7905,amygdala,55.00000000000001
Light,CDK3,Brain - Anterior cingulate cortex (BA24),6.086,brain,47
Light,CDK3,Brain - Caudate (basal ganglia),6.2245,brain,46
Light,CDK3,Brain - Cerebellar Hemisphere,18.145,cerebellar_hemisphere,55.00000000000001
Light,CDK3,Brain - Cerebellum,20.98,cerebellum,61
Light,CDK3,Brain - Cortex,8.809,prefrontal_cortex,52
Light,CDK3,Brain - Frontal Cortex (BA9),7.278,frontal_cortex,44
Light,CDK3,Brain - Hippocampus,6.719,hippocampus,53
Light,CDK3,Brain - Hypothalamus,9.636,brain,60
Light,CDK3,Brain - Nucleus accumbens (basal ganglia),6.305,brain,44
Light,CDK3,Brain - Putamen (basal ganglia),5.679,brain,50
Light,CDK3,Brain - Spinal cord (cervical c-1),13.71,spinal_cord,70
Light,CDK3,Brain - Substantia nigra,7.8885,brain,60
Light,CDK3,Breast - Mammary Tissue,22.685,breast,70
Light,CDK3,Cervix - Ectocervix,23.94,ectocervix,67
Light,CDK3,Cervix - Endocervix,32.92,uterine_cervix,76
Light,CDK3,Colon - Sigmoid,13.23,colon,54
Light,CDK3,Colon - Transverse,20.1,colon,71
Light,CDK3,Esophagus - Gastroesophageal Junction,10.495,esophagus,49
Light,CDK3,Esophagus - Mucosa,15.04,esophagus,62
Light,CDK3,Esophagus - Muscularis,10.47,esophagus,49
Light,CDK3,Fallopian Tube,22.66,fallopian_tube,65
Light,CDK3,Heart - Atrial Appendage,6.72,heart,54
Light,CDK3,Heart - Left Ventricle,3.691,heart,50
Light,CDK3,Kidney - Cortex,17.08,kidney,80
Light,CDK3,Liver,20.49,liver,90
Light,CDK3,Lung,27.42,lung,67
Light,CDK3,Minor Salivary Gland,21.33,salivary_gland,73
Light,CDK3,Muscle - Skeletal,2.5535,skeletal_muscle,42
Light,CDK3,Nerve - Tibial,22.06,nerve,63
Light,CDK3,Ovary,32.4,ovary,75
Light,CDK3,Pancreas,8.682,pancreas,73
Light,CDK3,Pituitary,37.52,pituitary_gland,85
Light,CDK3,Prostate,48.105,prostate,87
Light,CDK3,Skin - Not Sun Exposed (Suprapubic),27.66,skin,76
Light,CDK3,Skin - Sun Exposed (Lower leg),24.28,skin,71
Light,CDK3,Small Intestine - Terminal Ileum,22.25,small_intestine,73
Light,CDK3,Spleen,34.65,spleen,76
Light,CDK3,Stomach,14.46,stomach,69
Light,CDK3,Testis,34.88,testis,76
Light,CDK3,Thyroid,42.475,thyroid_gland,83
Light,CDK3,Uterus,33.97,uterus,73
Light,CDK3,Vagina,24.75,vagina,69
Light,CDK3,Whole Blood,9.83,NA,68
Light,AATK,Adipose - Subcutaneous,3.841,adipose_tissue,28.999999999999996
Light,AATK,Adipose - Visceral (Omentum),3.386,adipose_tissue,28.000000000000004
Light,AATK,Adrenal Gland,4.2825,adrenal_gland,35
Light,AATK,Artery - Aorta,4.039,aorta,30
Light,AATK,Artery - Coronary,8.31,coronary_artery,41
Light,AATK,Artery - Tibial,2.05,NA,25
Light,AATK,Bladder,5.374,urinary_bladder,28.999999999999996
Light,AATK,Brain - Amygdala,43.655,amygdala,95
Light,AATK,Brain - Anterior cingulate cortex (BA24),38.98,brain,90
Light,AATK,Brain - Caudate (basal ganglia),44.88,brain,95
Light,AATK,Brain - Cerebellar Hemisphere,106.1,cerebellar_hemisphere,94
Light,AATK,Brain - Cerebellum,126.6,cerebellum,95
Light,AATK,Brain - Cortex,70.115,prefrontal_cortex,93
Light,AATK,Brain - Frontal Cortex (BA9),61.24,frontal_cortex,92
Light,AATK,Brain - Hippocampus,74.01,hippocampus,99
Light,AATK,Brain - Hypothalamus,59.88,brain,98
Light,AATK,Brain - Nucleus accumbens (basal ganglia),35.93,brain,89
Light,AATK,Brain - Putamen (basal ganglia),53.26,brain,97
Light,AATK,Brain - Spinal cord (cervical c-1),185.9,spinal_cord,99
Light,AATK,Brain - Substantia nigra,66.545,brain,98
Light,AATK,Breast - Mammary Tissue,3.9,breast,27
Light,AATK,Cervix - Ectocervix,4.6845,ectocervix,28.999999999999996
Light,AATK,Cervix - Endocervix,8.734,uterine_cervix,37
Light,AATK,Colon - Sigmoid,12.76,colon,54
Light,AATK,Colon - Transverse,8.037,colon,42
Light,AATK,Esophagus - Gastroesophageal Junction,15.94,esophagus,61
Light,AATK,Esophagus - Mucosa,2.382,esophagus,24
Light,AATK,Esophagus - Muscularis,15.82,esophagus,62
Light,AATK,Fallopian Tube,6.3,fallopian_tube,32
Light,AATK,Heart - Atrial Appendage,4.182,heart,40
Light,AATK,Heart - Left Ventricle,2.032,heart,38
Light,AATK,Kidney - Cortex,1.421,kidney,20
Light,AATK,Liver,0.7312,liver,26
Light,AATK,Lung,22.28,lung,61
Light,AATK,Minor Salivary Gland,3.695,salivary_gland,28.000000000000004
Light,AATK,Muscle - Skeletal,0.4073,skeletal_muscle,20
Light,AATK,Nerve - Tibial,504.1,nerve,100
Light,AATK,Ovary,1.38,ovary,20
Light,AATK,Pancreas,12.85,pancreas,83
Light,AATK,Pituitary,44.61,pituitary_gland,88
Light,AATK,Prostate,8.9195,prostate,40
Light,AATK,Skin - Not Sun Exposed (Suprapubic),2.853,skin,25
Light,AATK,Skin - Sun Exposed (Lower leg),2.504,skin,23
Light,AATK,Small Intestine - Terminal Ileum,40.51,small_intestine,89
Light,AATK,Spleen,27.47,spleen,71
Light,AATK,Stomach,8.5035,stomach,51
Light,AATK,Testis,2.502,testis,13
Light,AATK,Thyroid,9.369,thyroid_gland,37
Light,AATK,Uterus,2.569,uterus,24
Light,AATK,Vagina,5.462,vagina,28.999999999999996
Light,AATK,Whole Blood,41.29,NA,87
Light,CSNK1D,Adipose - Subcutaneous,78.42,adipose_tissue,96
Light,CSNK1D,Adipose - Visceral (Omentum),76.76,adipose_tissue,96
Light,CSNK1D,Adrenal Gland,79.62,adrenal_gland,97
Light,CSNK1D,Artery - Aorta,76.07,aorta,94
Light,CSNK1D,Artery - Coronary,75.42,coronary_artery,94
Light,CSNK1D,Artery - Tibial,78.68,NA,94
Light,CSNK1D,Bladder,93.44,urinary_bladder,96
Light,CSNK1D,Brain - Amygdala,31.1,amygdala,91
Light,CSNK1D,Brain - Anterior cingulate cortex (BA24),36.96,brain,89
Light,CSNK1D,Brain - Caudate (basal ganglia),33.61,brain,90
Light,CSNK1D,Brain - Cerebellar Hemisphere,98.555,cerebellar_hemisphere,93
Light,CSNK1D,Brain - Cerebellum,107.6,cerebellum,94
Light,CSNK1D,Brain - Cortex,52.64,prefrontal_cortex,90
Light,CSNK1D,Brain - Frontal Cortex (BA9),51.26,frontal_cortex,89
Light,CSNK1D,Brain - Hippocampus,30.98,hippocampus,90
Light,CSNK1D,Brain - Hypothalamus,41.13,brain,93
Light,CSNK1D,Brain - Nucleus accumbens (basal ganglia),41.4,brain,90
Light,CSNK1D,Brain - Putamen (basal ganglia),28.6,brain,90
Light,CSNK1D,Brain - Spinal cord (cervical c-1),38.52,spinal_cord,92
Light,CSNK1D,Brain - Substantia nigra,34.57,brain,94
Light,CSNK1D,Breast - Mammary Tissue,84.685,breast,97
Light,CSNK1D,Cervix - Ectocervix,94.23,ectocervix,95
Light,CSNK1D,Cervix - Endocervix,100.7,uterine_cervix,96
Light,CSNK1D,Colon - Sigmoid,96.3,colon,97
Light,CSNK1D,Colon - Transverse,76.785,colon,98
Light,CSNK1D,Esophagus - Gastroesophageal Junction,91.205,esophagus,96
Light,CSNK1D,Esophagus - Mucosa,68.66,esophagus,94
Light,CSNK1D,Esophagus - Muscularis,88.62,esophagus,96
Light,CSNK1D,Fallopian Tube,107.2,fallopian_tube,97
Light,CSNK1D,Heart - Atrial Appendage,32.74,heart,91
Light,CSNK1D,Heart - Left Ventricle,24.26,heart,91
Light,CSNK1D,Kidney - Cortex,60.83,kidney,98
Light,CSNK1D,Liver,27,liver,93
Light,CSNK1D,Lung,108,lung,97
Light,CSNK1D,Minor Salivary Gland,84.49,salivary_gland,99
Light,CSNK1D,Muscle - Skeletal,52.895,skeletal_muscle,93
Light,CSNK1D,Nerve - Tibial,100.1,nerve,95
Light,CSNK1D,Ovary,102.6,ovary,96
Light,CSNK1D,Pancreas,33.915,pancreas,97
Light,CSNK1D,Pituitary,108,pituitary_gland,98
Light,CSNK1D,Prostate,117.7,prostate,98
Light,CSNK1D,Skin - Not Sun Exposed (Suprapubic),61.22,skin,92
Light,CSNK1D,Skin - Sun Exposed (Lower leg),65.73,skin,92
Light,CSNK1D,Small Intestine - Terminal Ileum,93.04,small_intestine,98
Light,CSNK1D,Spleen,123.8,spleen,97
Light,CSNK1D,Stomach,65.105,stomach,98
Light,CSNK1D,Testis,106.3,testis,97
Light,CSNK1D,Thyroid,115.75,thyroid_gland,98
Light,CSNK1D,Uterus,121.1,uterus,97
Light,CSNK1D,Vagina,82.19,vagina,95
Light,CSNK1D,Whole Blood,92.16,NA,96
Light,YES1,Adipose - Subcutaneous,30.74,adipose_tissue,76
Light,YES1,Adipose - Visceral (Omentum),30.15,adipose_tissue,80
Light,YES1,Adrenal Gland,15.105,adrenal_gland,70
Light,YES1,Artery - Aorta,13.26,aorta,54
Light,YES1,Artery - Coronary,15.3,coronary_artery,56.99999999999999
Light,YES1,Artery - Tibial,16.74,NA,57.99999999999999
Light,YES1,Bladder,19.68,urinary_bladder,60
Light,YES1,Brain - Amygdala,12.375,amygdala,73
Light,YES1,Brain - Anterior cingulate cortex (BA24),9.327,brain,61
Light,YES1,Brain - Caudate (basal ganglia),9.6805,brain,61
Light,YES1,Brain - Cerebellar Hemisphere,4.854,cerebellar_hemisphere,33
Light,YES1,Brain - Cerebellum,5.622,cerebellum,34
Light,YES1,Brain - Cortex,7.569,prefrontal_cortex,48
Light,YES1,Brain - Frontal Cortex (BA9),7.976,frontal_cortex,47
Light,YES1,Brain - Hippocampus,10.75,hippocampus,70
Light,YES1,Brain - Hypothalamus,11.76,brain,67
Light,YES1,Brain - Nucleus accumbens (basal ganglia),8.734,brain,54
Light,YES1,Brain - Putamen (basal ganglia),8.5055,brain,64
Light,YES1,Brain - Spinal cord (cervical c-1),19.12,spinal_cord,79
Light,YES1,Brain - Substantia nigra,11.99,brain,73
Light,YES1,Breast - Mammary Tissue,28.715,breast,77
Light,YES1,Cervix - Ectocervix,25.33,ectocervix,69
Light,YES1,Cervix - Endocervix,24.38,uterine_cervix,65
Light,YES1,Colon - Sigmoid,19.5,colon,65
Light,YES1,Colon - Transverse,17.84,colon,68
Light,YES1,Esophagus - Gastroesophageal Junction,16.165,esophagus,62
Light,YES1,Esophagus - Mucosa,24.38,esophagus,77
Light,YES1,Esophagus - Muscularis,17.935,esophagus,65
Light,YES1,Fallopian Tube,17.82,fallopian_tube,57.99999999999999
Light,YES1,Heart - Atrial Appendage,8.085,heart,60
Light,YES1,Heart - Left Ventricle,5.677,heart,60
Light,YES1,Kidney - Cortex,13.02,kidney,72
Light,YES1,Liver,12.78,liver,84
Light,YES1,Lung,30.89,lung,71
Light,YES1,Minor Salivary Gland,22.24,salivary_gland,75
Light,YES1,Muscle - Skeletal,6.221,skeletal_muscle,57.99999999999999
Light,YES1,Nerve - Tibial,17.655,nerve,54
Light,YES1,Ovary,17.78,ovary,56.99999999999999
Light,YES1,Pancreas,10.72,pancreas,78
Light,YES1,Pituitary,11.33,pituitary_gland,48
Light,YES1,Prostate,17.07,prostate,60
Light,YES1,Skin - Not Sun Exposed (Suprapubic),17.53,skin,63
Light,YES1,Skin - Sun Exposed (Lower leg),18.4,skin,63
Light,YES1,Small Intestine - Terminal Ileum,15.27,small_intestine,57.99999999999999
Light,YES1,Spleen,23.585,spleen,66
Light,YES1,Stomach,15.825,stomach,72
Light,YES1,Testis,24.81,testis,66
Light,YES1,Thyroid,24.635,thyroid_gland,67
Light,YES1,Uterus,22.68,uterus,62
Light,YES1,Vagina,23.1,vagina,67
Light,YES1,Whole Blood,0.7571,NA,32
Light,ROCK1,Adipose - Subcutaneous,32.1,adipose_tissue,78
Light,ROCK1,Adipose - Visceral (Omentum),23.33,adipose_tissue,72
Light,ROCK1,Adrenal Gland,10.845,adrenal_gland,56.99999999999999
Light,ROCK1,Artery - Aorta,44.34,aorta,85
Light,ROCK1,Artery - Coronary,48.69,coronary_artery,89
Light,ROCK1,Artery - Tibial,77.66,NA,94
Light,ROCK1,Bladder,31.47,urinary_bladder,77
Light,ROCK1,Brain - Amygdala,4.815,amygdala,44
Light,ROCK1,Brain - Anterior cingulate cortex (BA24),4.013,brain,37
Light,ROCK1,Brain - Caudate (basal ganglia),4.767,brain,40
Light,ROCK1,Brain - Cerebellar Hemisphere,13.32,cerebellar_hemisphere,48
Light,ROCK1,Brain - Cerebellum,14.19,cerebellum,50
Light,ROCK1,Brain - Cortex,4.737,prefrontal_cortex,37
Light,ROCK1,Brain - Frontal Cortex (BA9),4.326,frontal_cortex,33
Light,ROCK1,Brain - Hippocampus,4.441,hippocampus,42
Light,ROCK1,Brain - Hypothalamus,5.209,brain,41
Light,ROCK1,Brain - Nucleus accumbens (basal ganglia),5.063,brain,38
Light,ROCK1,Brain - Putamen (basal ganglia),4.1785,brain,41
Light,ROCK1,Brain - Spinal cord (cervical c-1),9.008,spinal_cord,55.00000000000001
Light,ROCK1,Brain - Substantia nigra,5.639,brain,47
Light,ROCK1,Breast - Mammary Tissue,23.6,breast,71
Light,ROCK1,Cervix - Ectocervix,24.625,ectocervix,68
Light,ROCK1,Cervix - Endocervix,27.07,uterine_cervix,69
Light,ROCK1,Colon - Sigmoid,22.68,colon,71
Light,ROCK1,Colon - Transverse,13.855,colon,59
Light,ROCK1,Esophagus - Gastroesophageal Junction,36.05,esophagus,84
Light,ROCK1,Esophagus - Mucosa,12.81,esophagus,57.99999999999999
Light,ROCK1,Esophagus - Muscularis,36.005,esophagus,84
Light,ROCK1,Fallopian Tube,30.22,fallopian_tube,73
Light,ROCK1,Heart - Atrial Appendage,9.277,heart,65
Light,ROCK1,Heart - Left Ventricle,6.033,heart,63
Light,ROCK1,Kidney - Cortex,6.699,kidney,52
Light,ROCK1,Liver,5.455,liver,61
Light,ROCK1,Lung,29.8,lung,70
Light,ROCK1,Minor Salivary Gland,12.21,salivary_gland,54
Light,ROCK1,Muscle - Skeletal,5.6685,skeletal_muscle,56.00000000000001
Light,ROCK1,Nerve - Tibial,36.285,nerve,77
Light,ROCK1,Ovary,21.54,ovary,65
Light,ROCK1,Pancreas,4.5345,pancreas,51
Light,ROCK1,Pituitary,10.91,pituitary_gland,46
Light,ROCK1,Prostate,17.485,prostate,61
Light,ROCK1,Skin - Not Sun Exposed (Suprapubic),11.69,skin,50
Light,ROCK1,Skin - Sun Exposed (Lower leg),13.55,skin,52
Light,ROCK1,Small Intestine - Terminal Ileum,16.09,small_intestine,62
Light,ROCK1,Spleen,18.61,spleen,60
Light,ROCK1,Stomach,11.27,stomach,60
Light,ROCK1,Testis,11.06,testis,41
Light,ROCK1,Thyroid,18.865,thyroid_gland,56.99999999999999
Light,ROCK1,Uterus,30.85,uterus,71
Light,ROCK1,Vagina,17.68,vagina,57.99999999999999
Light,ROCK1,Whole Blood,9.728,NA,68
Dark,RIOK3,Adipose - Subcutaneous,46.1,adipose_tissue,86
Dark,RIOK3,Adipose - Visceral (Omentum),34.26,adipose_tissue,83
Dark,RIOK3,Adrenal Gland,24.475,adrenal_gland,81
Dark,RIOK3,Artery - Aorta,41.83,aorta,83
Dark,RIOK3,Artery - Coronary,43.51,coronary_artery,86
Dark,RIOK3,Artery - Tibial,48.83,NA,86
Dark,RIOK3,Bladder,57.44,urinary_bladder,89
Dark,RIOK3,Brain - Amygdala,9.137,amygdala,65
Dark,RIOK3,Brain - Anterior cingulate cortex (BA24),9.544,brain,61
